"id","ref","name","arancel_ids/id","observation"
"trade_tariff_subheading_00056","0302.51.00.00","- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus )","aran_008",
"trade_tariff_subheading_00057","0302.52.00.00","- - Eglefinos (Melanogrammus aeglefinus )","aran_008",
"trade_tariff_subheading_00058","0302.53.00.00","- - Carboneros (Pollachius virens )","aran_008",
"trade_tariff_subheading_00059","0302.54.00.00","- - Merluzas (Merluccius spp., Urophycis spp. )","aran_008",
"trade_tariff_subheading_00060","0302.55.00.00","- - Abadejos de Alaska (Theragra chalcogramma )","aran_008",
"trade_tariff_subheading_00061","0302.56.00.00","- - Bacaladillas (Micromesistius poutassou, Micromesistius australis )","aran_008",
"trade_tariff_subheading_00062","0302.59.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00063","-","-  Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.),   carpas  (Cyprinus  spp., Carassius  spp.,  Ctenopharyngodon  idellus,  Hypophthalmichthys  spp., Cirrhinus  spp.,  Mylopharyngodon  piceus,   Catla  catla ,  Labeo  spp., Osteochilus    hasselti,    Leptobarbus    hoeveni,    Megalobrama    spp.) , anguilas  (Anguilla  spp.) ,  percas  del  Nilo  (Lates  niloticus)   y  peces cabeza de serpiente (Channa spp.) , excepto los despojos comestibles de pescado de las subpartidas 0302.91 a 0302.99:",,
"trade_tariff_subheading_00064","0302.71.00.00","- - Tilapias (Oreochromis spp.)","aran_008",
"trade_tariff_subheading_00065","0302.72.00.00","-  -  Bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus spp.)","aran_008",
"trade_tariff_subheading_00066","0302.73.00.00","- - Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus, Catla  catla,  Labeo  spp.,  Osteochilus  hasselti,  Leptobarbus  hoeveni, Megalobrama spp.)","aran_008",
"trade_tariff_subheading_00067","0302.74.00.00","- - Anguilas (Anguilla spp. )","aran_008",
"trade_tariff_subheading_00068","0302.79.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00069","-","- Los demás pescados, excepto los despojos comestibles de pescado delas subpartidas 0302.91 a 0302.99:",,
"trade_tariff_subheading_00070","0302.81.00","- - Cazones y demás escualos:",,
"trade_tariff_subheading_00071","0302.81.00.10","- - - Tiburón rabón (Alopias pelagicus )","aran_008",
"trade_tariff_subheading_00072","0302.81.00.20","- - - Tiburón aguado (Prionace glauca )","aran_008",
"trade_tariff_subheading_00073","0302.81.00.30","- - - Tiburón mico (Carcharhinus falciformis )","aran_008",
"trade_tariff_subheading_00074","0302.81.00.40","- - - Tiburón aletón (Carcharhinus longimanus )","aran_008",
"trade_tariff_subheading_00075","0302.81.00.50","- - - Tiburón tinto (Isurus oxyrinchus)","aran_008",
"trade_tariff_subheading_00076","0302.81.00.60","- - - Tiburón cachuda blanca (Sphyrna zygaena  )","aran_008",
"trade_tariff_subheading_00077","0302.81.00.70","- - - Tiburón cachuda roja (Sphyrna lewini  )","aran_008",
"trade_tariff_subheading_00078","0302.81.00.90","- - - Los demás","aran_008",
"trade_tariff_subheading_00079","0302.82.00.00","- - Rayas (Rajidae )","aran_008",
"trade_tariff_subheading_00080","0302.83.00.00","-   -   Austromerluzas   antárticas   y  austromerluzas   negras   (merluzas negras,  bacalaos  de  profundidad,  nototenias  negras)*  (Dissostichus spp.)","aran_008",
"trade_tariff_subheading_00081","0302.84.00.00","- - Róbalos (Dicentrarchus spp. )","aran_008",
"trade_tariff_subheading_00082","0302.85.00.00","- - Sargos (Doradas, Espáridos)* (Sparidae )","aran_008",
"trade_tariff_subheading_00083","0302.89.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00084","-","-  Hígados,  huevas,  lechas,  aletas,  cabezas,  colas,  vejigas  natatorias  y
demás despojos comestibles de pescado:",,
"trade_tariff_subheading_00085","0302.91.00.00","- - Higados, huevas y lechas","aran_008",
"trade_tariff_subheading_00086","0302.92.00","- - Aletas de tiburón:",,
"trade_tariff_subheading_00087","0302.92.00.10","- - - Tiburón rabón (Alopias pelagicus)","aran_008",
"trade_tariff_subheading_00088","0302.92.00.20","- - - Tiburón aguado (Prionace glauca)","aran_008",
"trade_tariff_subheading_00089","0302.92.00.30","- - - Tiburón mico (Carcharhinus falciformis)","aran_008",
"trade_tariff_subheading_00090","0302.92.00.40","- - - Tiburón aletón (Carcharhinus longimanus)","aran_008",
"trade_tariff_subheading_00091","0302.92.00.50","- - - Tiburón tinto (Isurus oxyrinchus)","aran_008",
"trade_tariff_subheading_00092","0302.92.00.60","- - - Tiburón cachuda blanca (Sphyrna zygaena )","aran_008",
"trade_tariff_subheading_00093","0302.92.00.70","- - - Tiburón cachuda roja (Sphyrna lewini)","aran_008",
"trade_tariff_subheading_00094","0302.92.00.90","- - - Los demás","aran_008",
"trade_tariff_subheading_00095","0302.99.00","- - Los demás:",,
"trade_tariff_subheading_00096","---","- - - De atún:",,
"trade_tariff_subheading_00097","0302.99.00.11","- - - -  De  Albacoras o  atunes  blancos  (Thunnus  alalunga) ,  Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus,
Thunnus orientalis); Atunes del sur (Thunnus maccoyii)","aran_008",
"trade_tariff_subheading_00098","0302.99.00.12","- - - - De Atunes de aleta amarilla (rabiles) (Thunnus albacares)","aran_001",
"trade_tariff_subheading_00099","0302.99.00.13","- - - - De Listados o bonitos de vientre rayado","aran_001",
"trade_tariff_subheading_00100","0302.99.00.14","- - - - De Patudos o atunes ojo grande (Thunnus obesus)","aran_001",
"trade_tariff_subheading_00101","0302.99.00.19","- - - - De los demás atunes","aran_001",
"trade_tariff_subheading_00102","0302.99.00.20","- - -  De  sardinas  (Sardina  pilchardus,  Sardinops  spp.) ,  sardinelas
(Sardinella spp.)  y espadines (Sprattus sprattus)","aran_001",
"trade_tariff_subheading_00103","0302.99.00.90","- - - Los demás","aran_008",
"trade_tariff_subheading_00104",3.03,"Pescado congelado, excepto los filetes y demás carne de pescado de
la partida 03.04.",,
"trade_tariff_subheading_00105","-","-  Salmónidos,  excepto  los  despojos  comestibles  de  pescado  de  las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00106","0303.11.00.00","- - Salmones rojos (Oncorhynchus nerka)","aran_008",
"trade_tariff_subheading_00107","0303.12.00.00","-  -  Los  demás  salmones  del  Pacífico  (Oncorhynchus  gorbuscha, Oncorhynchus    keta,    Oncorhynchus    tschawytscha,    Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus)","aran_008",
"trade_tariff_subheading_00108","0303.13.00.00","- -  Salmones  del  Atlántico  (Salmo  salar)   y  salmones  del  Danubio
(Hucho hucho)","aran_008",
"trade_tariff_subheading_00109","0303.14.00.00","- - Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus    aguabonita,    Oncorhynchus    gilae,    Oncorhynchus apache y Oncorhynchus chrysogaster)","aran_008",
"trade_tariff_subheading_00110","0303.19.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00111","-","-  Tilapias  (Oreochromis  spp. ),  bagres  o  peces  gato  (Pangasius  spp., Silurus  spp.,  Clarias  spp.,  Ictalurus  spp.) ,  carpas  (Cyprinus  carpio, Carassius  carassius,  Ctenopharyngodon  idellus,  Hypophthalmichthys spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus ),  anguilas  (Anguilla spp.) ,  percas  del  Nilo  (Lates  niloticus)   y  peces  cabeza  de  serpiente (Channa  spp.) ,  excepto  los  despojos  comestibles  de  pescado  de  las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00112","0303.23.00.00","- - Tilapias (Oreochromis spp .)","aran_001",
"trade_tariff_subheading_00113","0303.24.00.00","-  -  Bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp.,
Ictalurus spp .)","aran_001",
"trade_tariff_subheading_00114","0303.25.00.00","- - Carpas (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus, Catla  catla,  Labeo  spp.,  Osteochilus  hasselti,  Leptobarbus  hoeveni, Megalobrama spp.)","aran_001",
"trade_tariff_subheading_00115","0303.26.00.00","- - Anguilas (Anguilla spp.)","aran_008",
"trade_tariff_subheading_00116","0303.29.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00117",,"- Pescados planos (Pleuronéctidos, Bothidae, Cynoglóssidae, Soleidae, Scophthálmidae  y  Citharidae) ,  excepto  los  despojos  comestibles  de pescado de las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00118","0303.31.00.00","-  -  Fletanes  (halibut)  (Reinhardtius  hippoglossoides,  Hippoglossus
hippoglossus, Hippoglossus stenolepis )","aran_008",
"trade_tariff_subheading_00119","0303.32.00.00","- - Sollas (Pleuronectes platessa)","aran_008",
"trade_tariff_subheading_00120","0303.33.00.00","- - Lenguados (Solea spp. )","aran_008",
"trade_tariff_subheading_00121","0303.34.00.00","- - Rodaballos (turbots) (Psetta maxima)","aran_008",
"trade_tariff_subheading_00122","0303.39.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00123","-","-  Atunes  (del  género  Thunnu s),  listados  o  bonitos  de  vientre  rayado (Euthynnus  [Katsuwonus]  pelamis) ,  excepto  los  despojos  comestibles de pescado de las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00124","0303.41.00.00","- - Albacoras o atunes blancos (Thunnus alalunga)","aran_001",
"trade_tariff_subheading_00125","0303.42.00.00","- - Atunes de aleta amarilla (rabiles) (Thunnus albacares )","aran_001",
"trade_tariff_subheading_00126","0303.43.00.00","- - Listados o bonitos de vientre rayado","aran_001",
"trade_tariff_subheading_00127","0303.44.00.00","- - Patudos o atunes ojo grande (Thunnus obesus ).","aran_001",
"trade_tariff_subheading_00128","0303.45.00.00","-  -  Atunes  comunes  o  de  aleta  azul,  del  Atlántico  y  del  Pacífico
(Thunnus thynnus, Thunnus orientalis )","aran_008",
"trade_tariff_subheading_00129","0303.46.00.00","- - Atunes del sur (Thunnus maccoyii )","aran_008",
"trade_tariff_subheading_00130","0303.49.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00131",,"-  Arenques  (Clupea  harengus ,  Clupea  pallasii) ,  anchoas (Engraulis spp.) ,   sardinas   (Sardina   pilchardus,   Sardinops   spp. ),   sardinelas (Sardinella  spp. ),  espadines  (Sprattus  sprattus) ,  caballas  (Scomber scombrus,  Scomber  australasicus,  Scomber  japonicus),  caballas  de  la India   (Rastrelliger   spp. ),   carites   (Scomberomorus   spp. ),   jureles (Trachurus  spp.) ,  pámpanos  (Caranx  spp.) ,  cobias  (Rachycentron canadum) , palometones plateados (Pampus spp.),  papardas del Pacífico (Cololabis  saira ),  macarelas  (Decapterus  spp.) ,  capelanes  (Mallotus villosus) ,    peces    espada    (Xiphias    gladius),    bacoretas    orientales (Euthynnus affinis) , bonitos (Sarda spp.) , agujas, marlines, peces vela o picudos (Istiophoridae ), excepto los despojos comestibles de pescado de las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00132","0303.51.00.00","- - Arenques (Clupea harengus, Clupea pallasii )","aran_008",
"trade_tariff_subheading_00133","0303.53.00","-   -   Sardinas   (Sardina   pilchardus,   Sardinops   spp.),   sardinelas
(Sardinella spp. ) y espadines (Sprattus sprattus):",,
"trade_tariff_subheading_00134","0303.53.00.10","- - - Sardinas (Sardina pilchardus, Sardinops spp. )","aran_001",
"trade_tariff_subheading_00135","0303.53.00.90","- - - Los demás","aran_006",
"trade_tariff_subheading_00136","0303.54.00.00","-  -  Caballas  (Scomber  scombrus,  Scomber  australasicus,  Scomber
japonicus )","aran_001",
"trade_tariff_subheading_00137","0303.55.00.00","- - Jureles (Trachurus spp. )","aran_001",
"trade_tariff_subheading_00138","0303.56.00.00","- - Cobias (Rachycentron canadum )","aran_001",
"trade_tariff_subheading_00139","0303.57.00.00","- - Peces espada (Xiphias gladius )","aran_001",
"trade_tariff_subheading_00140","0303.59.00.00","- - Los demás","aran_001",
"trade_tariff_subheading_00141",,"- Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae,        Melanonidae,        Merlucciidae,        Moridae        y Muraenolepididae , excepto los despojos comestibles de pescado de las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00142","0303.63.00.00","- - Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus )","aran_008",
"trade_tariff_subheading_00143","0303.64.00.00","- - Eglefinos (Melanogrammus aeglefinus )","aran_008",
"trade_tariff_subheading_00144","0303.65.00.00","- - Carboneros (Pollachius viren s)","aran_008",
"trade_tariff_subheading_00145","0303.66.00.00","- - Merluzas (Merluccius spp., Urophycis spp .)","aran_008",
"trade_tariff_subheading_00146","0303.67.00.00","- - Abadejos de Alaska (Theragra chalcogramma )","aran_001",
"trade_tariff_subheading_00147","0303.68.00.00","- - Bacaladillas (Micromesistius poutassou, Micromesistius australis )","aran_001",
"trade_tariff_subheading_00148","0303.69.00.00","- - Los demás","aran_001",
"trade_tariff_subheading_00149","-","- Los demás pescados, excepto los despojos comestibles de pescado de las subpartidas 0303.91 a 0303.99:",,
"trade_tariff_subheading_00150","0303.81.00","- - Cazones y demás escualos:",,
"trade_tariff_subheading_00151","0303.81.00.10","- - - Tiburón rabón (Alopias pelagicus )","aran_008",
"trade_tariff_subheading_00152","0303.81.00.20","- - - Tiburón aguado (Prionace glauca )","aran_008",
"trade_tariff_subheading_00153","0303.81.00.30","- - -Tiburón mico (Carcharhinus falciformis )","aran_008",
"trade_tariff_subheading_00154","0303.81.00.40","- - -Tiburón aleton (Carcharhinus longimanus )","aran_008",
"trade_tariff_subheading_00155","0303.81.00.50","- - - Tiburón tinto (Isurus oxyrinchus )","aran_008",
"trade_tariff_subheading_00156","0303.81.00.60","- - - Tiburón cachuda blanca (Sphyrna zygaena  )","aran_008",
"trade_tariff_subheading_00157","0303.81.00.70","- - -Tiburón cachuda roja (Sphyrna lewini )","aran_008",
"trade_tariff_subheading_00158","0303.81.00.90","- - - Los demás","aran_008",
"trade_tariff_subheading_00159","0303.82.00.00","- - Rayas (Rajidae )","aran_001",
"trade_tariff_subheading_00160","0303.83.00.00","- - Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras)* (Dissostichus spp .)","aran_001",
"trade_tariff_subheading_00161","0303.84.00.00","- - Róbalos (Dicentrarchus spp. )","aran_008",
"trade_tariff_subheading_00162","0303.89.00","- - Los demás:",,
"trade_tariff_subheading_00163","0303.89.00.10","- - - Dorado (Coryphaena Hippurus )","aran_001",
"trade_tariff_subheading_00164","0303.89.00.90","- - - Los demás","aran_001",
"trade_tariff_subheading_00165","-","-  Hígados, huevas y lechas, aletas, cabezas, colas, vejigas natatorias y demás despojos comestibles de pescado:",,
"trade_tariff_subheading_00166","0303.91.00.00","- - Higados, huevas y lechas","aran_008",
"trade_tariff_subheading_00167","0303.92.00","- - Aletas de tiburón:",,
"trade_tariff_subheading_00168","0303.92.00.10","- - - Tiburón rabón (Alopias pelagicus )","aran_008",
"trade_tariff_subheading_00169","0303.92.00.20","- - - Tiburón aguado (Prionace glauca )","aran_008",
"trade_tariff_subheading_00170","0303.92.00.30","- - - Tiburón mico (Carcharhinus falciformis )","aran_008",
"trade_tariff_subheading_00171","0303.92.00.40","- - - Tiburón aletón (Carcharhinus longimanus )","aran_008",
"trade_tariff_subheading_00172","0303.92.00.50","- - - Tiburón tinto (Isurus oxyrinchus )","aran_008",
"trade_tariff_subheading_00173","0303.92.00.60","- - - Tiburón cachuda blanca (Sphyrna zygaena  )","aran_008",
"trade_tariff_subheading_00174","0303.92.00.70","- - - Tiburón cachuda roja (Sphyrna lewini )","aran_008",
"trade_tariff_subheading_00175","0303.92.00.90","- - - Los demás","aran_008",
"trade_tariff_subheading_00176","0303.99.00","- - Los demás:",,
"trade_tariff_subheading_00177","0303.99.00.10","-  -   -  De  salmonidos  y  Pescados  planos  (Pleuronéctidos,  Bótidos, Cynoglósidos,   Soleidos,   Escoftálmidos   y   Citáridos )   ;   Arenques (Clupea harengus, Clupea pallasii)","aran_008",
"trade_tariff_subheading_00178","0303.99.00.20","- - -  De  anguilas  (Anguilla  spp. ),  percas  del  Nilo  (Lates  niloticus ),
peces cabeza de serpiente (Channa spp. )","aran_008",
"trade_tariff_subheading_00179","---","- - - De atún:",,
"trade_tariff_subheading_00180","0303.99.00.31","- - - -  De Albacoras o atunes blancos (Thunnus alalunga )","aran_001",
"trade_tariff_subheading_00181","0303.99.00.32","- - - -  De Atunes de aleta amarilla (rabiles) (Thunnus albacares )","aran_001",
"trade_tariff_subheading_00182","0303.99.00.33","- - - -  De Listados o bonitos de vientre rayado","aran_001",
"trade_tariff_subheading_00183","0303.99.00.34","- - - - De Patudos o atunes ojo grande (Thunnus obesus )","aran_001",
"trade_tariff_subheading_00184","0303.99.00.39","- - - - De los demás atunes","aran_008",
"trade_tariff_subheading_00185","0303.99.00.40","- - -  De  sardinelas (Sardinella spp. ) y espadines (Sprattus sprattus )","aran_006",
"trade_tariff_subheading_00186","0303.99.00.50","- - -  Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus ), Eglefinos    (Melanogrammus    aeglefinus ),    Carboneros    (Pollachius virens),  Merluzas (Merluccius spp., Urophycis spp .)","aran_008",
"trade_tariff_subheading_00187","0303.99.00.60","- - -  Cazones y demás escualos","aran_008",
"trade_tariff_subheading_00188","0303.99.00.70","- - -  Róbalos (Dicentrarchus spp. )","aran_008",
"trade_tariff_subheading_00189","0303.99.00.90","- - -  Los demás","aran_001",
"trade_tariff_subheading_00190",3.04,"Filetes   y   demás   carne   de   pescado   (incluso   picada),   frescos, refrigerados o congelados.",,
"trade_tariff_subheading_00191","-","Filetes  frescos  o  refrigerados  de  tilapias  (Oreochromis  spp. ), bagres  o  pez  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias spp.,  Ictalurus  spp. ),  carpas  (Cyprinus  spp.,  Carassius  spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp.,    Mylopharyngodon    piceus,    Catla    catla,    Labeo    spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp. ), anguilas  (Anguilla  spp. ),  percas  del  Nilo  (Lates  niloticus ) y de peces cabeza de serpiente (Channa spp. ):",,
"trade_tariff_subheading_00192","0304.31.00.00","- - Tilapias (Oreochromis spp .)","aran_008",
"trade_tariff_subheading_00193","0304.32.00.00","-  -  Bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus spp.)","aran_008",
"trade_tariff_subheading_00194","0304.33.00.00","- - Percas del Nilo (Lates niloticus)","aran_008",
"trade_tariff_subheading_00195","0304.39.00.00","- - Los demás","aran_008",
"trade_tariff_subheading_00196","-","- Filetes de los demás pescados, frescos o refrigerados:",,
"trade_tariff_subheading_00197","0304.41.00.00","-   -   Salmones   del   pacífico  (Oncorhynchus   nerka,   Oncorhynchus gorbuscha,     Oncorhynchus     keta,     Oncorhynchus     tschawytscha, Oncorhynchus    kisutch,    Oncorhynchus    masou    y    Oncorhynchus rhodurus) ,   salmones   del   Atlántico   (Salmo   salar )   y   salmones   del Danubio (Hucho hucho)","aran_008",
"trade_tariff_subheading_00198","0304.42.00.00","-  -  Truchas  (Salmo  trutta,  Oncorhynchus  mykiss,  Oncorhynchus
clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)","aran_008",
"trade_tariff_subheading_00199","0304.43.00.00","-   -   Pescados   planos   (Pleuronectidae,   Bothidae,   Cynoglossidae, Soleidae, Scophthalmidae y Citharidae )","aran_008",
"trade_tariff_subheading_00200","0304.44.00.00","-   -   Pescados   de   las   familias   Bregmacerotidae,   Euclichthyidae, Gadidae,    Macrouridae,    Melanonidae,    Merlucciidae,    Moridae    y
Muraenolepididae","aran_008",
"trade_tariff_subheading_00201","0304.45.00.00","- - Peces espada (Xiphias gladius)","aran_008",
